# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 22 10:30:00 2021
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
9097,3458687,K07543.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,SWEET_NTL---LPP_DV,0.983762040,1.5000000e-05,-1.5000000e-05,132.2841800,9.140000e-03,-9.140000e-03,0,,,10.05200,0.84000,-0.84000,5.5000e+01,5.800e+00,-5.800e+00,12.44,6.900e-01,-6.570e+00,4203.0,,,73867.88,17596.44,-59464.39,1.020000,0.245000,-0.245000,6431.00,172.00,-211.00,5.2940,0.2940,-2.7950,1.9320,0.0690,-0.5900,,,,295.087740,38.562061,12.745
9098,3749508,K07544.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,LPP_DV,2.403704619,,,131.5641527,,,0,,,0.89270,,,1.1060e+02,,,27.04,5.110e+00,-1.534e+01,3903.0,,,54903.00,30341.52,-45896.06,4.037357,,,6244.00,148.00,-204.00,10.1050,1.9100,-5.7310,2.9360,0.2840,-1.2050,,,,292.105900,38.836220,13.151
9099,3955867,K07545.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,DEEP_V_SHAPED---HAS_SEC_TCE,33.657668940,7.3650000e-05,-7.3650000e-05,178.4851800,1.500000e-03,-1.500000e-03,0,,,40.78700,0.13900,-0.13900,1.5380e+04,3.460e+01,-3.460e+01,78.44,2.168e+01,-1.000e+01,1211.0,,,508.66,370.26,-141.17,6.769000,0.327000,-0.327000,4774.00,71.00,-62.00,6.4470,1.7810,-0.8220,0.8710,0.1510,-0.0160,,,,291.930080,39.072079,13.547
9100,3965201,K07546.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,,44.113873000,1.4490000e-03,-1.4490000e-03,164.8337000,2.540000e-02,-2.540000e-02,0,,,3.95600,0.84200,-0.84200,1.9630e+02,3.100e+01,-3.100e+01,4.90,8.800e-01,-1.620e+00,1158.0,,,424.45,238.17,-262.15,86.260000,3.300000,-3.300000,7854.00,227.00,-311.00,3.4620,0.6240,-1.1410,2.0390,0.2860,-0.3920,,,,294.310640,39.049702,12.667
9101,4074294,K07547.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,LPP_DV---LPP_ALT---MOD_NONUNIQ_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST,0.892988877,2.0160000e-06,-2.0160000e-06,131.5630300,1.780000e-03,-1.780000e-03,0,,,2.44280,0.07380,-0.07380,8.5000e+01,2.400e+00,-2.400e+00,2.94,3.900e-01,-1.170e+00,3285.0,,,27545.43,11821.51,-18481.58,2.166000,0.827000,-0.827000,6228.00,171.00,-152.00,2.9750,0.3940,-1.1820,1.5040,0.2290,-0.3440,,,,295.722750,39.183449,13.013
9102,4380560,K07548.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---CENT_KIC_POS---HALO_GHOST---EPHEM_MATCH,0.705816203,6.2570000e-06,-6.2570000e-06,131.9449900,8.210000e-03,-8.210000e-03,0,,,5.55000,1.00000,-1.00000,1.4900e+02,2.260e+02,-2.260e+02,15.33,4.830e+00,-1.600e+00,2109.0,,,4650.24,4435.49,-1456.78,1.150000,0.313000,-0.313000,6106.00,190.00,-232.00,0.9660,0.3040,-0.1010,1.0430,0.1400,-0.1540,,,,295.381500,39.453732,15.062
9103,4384652,K07549.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,1,0,1,SIG_SEC_IN_ALT_MODEL_SHIFT---FIT_FAILED---PARENT_IS_004482641-01,374.516480000,1.4540000e-03,-1.4540000e-03,430.9252400,2.500000e-03,-2.500000e-03,0,,,6.08800,0.30400,-0.30400,9.0742e+05,4.298e+04,-4.298e+04,73.10,2.293e+01,-4.110e+00,220.0,,,0.55,0.52,-0.11,912.000000,338.000000,-338.000000,5714.00,179.00,-140.00,0.7110,0.2230,-0.0400,0.7800,0.0850,-0.0650,,,,296.177120,39.439419,13.967
9104,7697568,K01829.02,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,1,1,0,SIG_SEC_IN_DV_MODEL_SHIFT---SIG_SEC_IN_ALT_MODEL_SHIFT---SIGNIF_OFFSET,10.348211200,1.0130000e-04,-1.0130000e-04,136.6376300,7.100000e-03,-7.100000e-03,0,,,2.08900,0.56100,-0.56100,2.5510e+02,8.820e+01,-8.820e+01,1.29,4.700e-01,-1.100e-01,724.0,,,64.97,73.01,-16.14,38.200000,18.800000,-18.800000,5383.00,184.00,-150.00,0.8220,0.2980,-0.0680,0.8610,0.0960,-0.0800,,,,296.522430,43.363369,15.911
9105,4483235,K07550.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,SWEET_NTL---LPP_DV,1.760927600,1.5970000e-05,-1.5970000e-05,132.3026300,9.010000e-03,-9.010000e-03,0,,,5.18900,0.21100,-0.21100,5.7300e+01,2.600e+00,-2.600e+00,1.53,5.300e-01,-2.700e-01,2860.0,,,15818.72,16464.82,-6996.05,2.580000,0.474000,-0.474000,8784.00,246.00,-422.00,1.9670,0.6920,-0.3460,2.0170,0.3720,-0.4130,,,,296.233890,39.560089,13.505
9106,4662363,K07551.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,MARSHALL_FAIL---TOO_FEW_QUARTERS,321.241942840,,,451.2907139,,,,,,10.16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.878050,39.789089,13.964
9107,4680745,K07552.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,LPP_DV_TOO_HIGH,1.463148937,9.2670000e-06,-9.2670000e-06,132.3480200,3.650000e-03,-3.650000e-03,0,,,11.04000,1.70000,-1.70000,1.6800e+02,3.400e+00,-3.400e+00,15.82,6.510e+00,-5.320e+00,2371.0,,,7470.01,8940.00,-4549.92,1.074400,0.093100,-0.093100,6525.00,161.00,-192.00,1.8050,0.7430,-0.6070,1.1670,0.2880,-0.1820,,,,297.773710,39.739441,11.614
9108,4851195,K07553.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,1,LPP_ALT_TOO_HIGH---MARSHALL_FAIL---FIT_FAILED---PARENT_IS_004482641-01,374.514471000,1.8120000e-03,-1.8120000e-03,430.9225800,3.400000e-03,-3.400000e-03,0,,,6.62900,0.21100,-0.21100,4.4052e+05,1.783e+04,-1.783e+04,139.55,7.249e+01,-1.728e+01,295.0,,,1.79,2.79,-0.64,788.000000,379.000000,-379.000000,6446.00,165.00,-277.00,1.1550,0.6000,-0.1430,1.1700,0.2490,-0.1760,,,,295.829410,39.912182,14.505
9109,4862924,K07554.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,EYEBALL---CLEAR_APO---TOO_FEW_QUARTERS,482.620110000,3.1270000e-02,-3.1270000e-02,314.0653000,3.870000e-02,-3.870000e-02,0,,,12.86000,1.30000,-1.30000,3.2400e+02,4.610e+01,-4.610e+01,1.98,1.020e+00,-2.100e-01,263.0,,,1.12,1.72,-0.34,287.000000,42.500000,-42.500000,6315.00,167.00,-217.00,1.0950,0.5580,-0.1170,1.0660,0.2450,-0.1070,,,,298.276730,39.903851,14.519
9110,5024414,K07555.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,PLANET_IN_STAR---CENT_RESOLVED_OFFSET---EPHEM_MATCH,1.525924746,9.9650000e-06,-9.9650000e-06,132.6925800,6.130000e-03,-6.130000e-03,0,,,1.95500,0.19400,-0.19400,7.4100e+01,7.500e+00,-7.500e+00,8.86,5.100e-01,-2.860e+00,3786.0,,,48691.77,8384.28,-28645.43,5.909400,0.076800,-0.076800,5000.00,60.00,-130.00,10.5330,0.6020,-3.4090,2.6150,0.0750,-1.4340,,,,295.316380,40.186520,12.705
9111,5177065,K07556.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,LPP_ALT_TOO_HIGH,1.253831620,5.4040000e-05,-5.4040000e-05,132.6237000,3.680000e-02,-3.680000e-02,0,,,7.68000,1.70000,-1.70000,1.2900e+01,2.200e+00,-2.200e+00,0.47,2.700e-01,-8.000e-02,2109.0,,,4677.63,7978.37,-1869.42,1.380000,0.568000,-0.568000,6472.00,150.00,-195.00,1.2990,0.7420,-0.2290,1.1460,0.2790,-0.1530,,,,288.811370,40.361938,12.005
9112,5268955,K07557.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,LPP_DV,12.822524960,9.8560000e-05,-9.8560000e-05,137.3868282,1.310000e-02,-1.310000e-02,0,,,18.80000,2.30000,-2.30000,1.9268e+04,3.722e+03,-3.722e+03,20.12,4.420e+00,-4.870e+00,915.0,,,165.54,106.25,-80.45,7.710000,3.800000,-3.800000,5845.00,146.00,-161.00,1.3520,0.2970,-0.3270,1.0030,0.1470,-0.1470,,,,289.960630,40.479839,11.863
9113,5271090,K07558.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,,10.155158700,1.4990000e-04,-1.4990000e-04,139.2920000,1.090000e-02,-1.090000e-02,0,,,1.80200,0.38900,-0.38900,1.4160e+02,4.590e+01,-4.590e+01,0.94,4.200e-01,-1.100e-01,721.0,,,63.73,90.03,-18.59,42.400000,21.200000,-21.200000,5275.00,185.00,-144.00,0.7960,0.3580,-0.0880,0.7390,0.1550,-0.0520,,,,290.566740,40.449902,15.413
9114,5444276,K07559.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,EYEBALL---INVERT_DIFF,0.708965461,8.7030000e-06,-8.7030000e-06,132.2098800,9.860000e-03,-9.860000e-03,0,,,3.94600,0.50700,-0.50700,8.7200e+01,8.500e+00,-8.500e+00,1.13,6.000e-01,-1.300e-01,2417.0,,,8061.29,12686.44,-2526.35,1.347000,0.558000,-0.558000,6528.00,155.00,-217.00,1.1550,0.6130,-0.1310,1.1770,0.2520,-0.1680,,,,290.485530,40.630699,12.798
9115,5598645,K07560.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,PLANET_IN_STAR---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,0.648772102,4.2250000e-06,-4.2250000e-06,131.7450300,5.110000e-03,-5.110000e-03,0,,,2.61400,0.16800,-0.16800,3.1100e+01,2.500e+00,-2.500e+00,2.60,4.800e-01,-6.400e-01,3758.0,,,47393.05,22372.84,-21954.52,1.894000,0.394000,-0.394000,4973.00,59.00,-69.00,4.7080,0.8710,-1.1610,1.3060,0.1570,-0.2910,,,,283.780030,40.818779,11.693
9116,5696518,K07561.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,LPP_DV_TOO_HIGH---EYEBALL---INVERT_DIFF,0.963919960,,,132.3687769,,,,,,3.01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.929080,40.917622,14.002
9117,5878506,K07562.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,EYEBALL---CLEAR_APO---TOO_FEW_QUARTERS,11.768725070,,,137.1077498,,,,,,1.11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.525300,41.197231,15.327
9118,5908086,K07563.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,LPP_DV,0.937051320,1.3170000e-05,-1.3170000e-05,132.0238000,1.110000e-02,-1.110000e-02,0,,,4.80800,0.35800,-0.35800,5.1500e+01,3.800e+00,-3.800e+00,6.09,1.190e+00,-3.330e+00,5094.0,,,159426.96,90900.55,-130414.53,1.293000,0.550000,-0.550000,6691.00,160.00,-200.00,7.7810,1.5190,-4.2540,2.7030,0.2960,-0.8880,,,,299.649960,41.113209,11.674
9119,6307243,K07564.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,MARSHALL_FAIL---EYEBALL---SATURATED,451.865790000,2.2030000e-02,-2.2030000e-02,254.8061000,3.250000e-02,-3.250000e-02,0,,,13.47000,0.91100,-0.91100,8.0000e+01,8.500e+00,-8.500e+00,1.85,8.600e-01,-3.900e-01,464.0,,,10.97,15.56,-5.28,239.500000,59.400000,-59.400000,9024.00,276.00,-398.00,2.0050,0.9300,-0.4250,2.0920,0.5030,-0.4060,,,,297.679260,41.613731,11.020
9120,6350522,K07565.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,MARSHALL_FAIL---TOO_FEW_QUARTERS,491.525710000,5.1310000e-02,-5.1310000e-02,248.9249000,6.170000e-02,-6.170000e-02,0,,,12.43000,2.20000,-2.20000,4.5730e+02,7.890e+01,-7.890e+01,1.43,1.300e-01,-1.400e-01,159.0,,,0.15,0.06,-0.04,273.000000,112.000000,-112.000000,4541.00,176.00,-160.00,0.6690,0.0600,-0.0640,0.6610,0.0730,-0.0580,,,,286.887570,41.755470,15.043
9121,6385302,K07566.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,LPP_ALT_TOO_HIGH---TOO_FEW_QUARTERS,411.540396440,,,185.3539220,,,,,,17.33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.557070,41.785770,15.352
9122,6443274,K07567.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,EYEBALL---INVERT_DIFF,608.205720000,2.6160000e-02,-2.6160000e-02,160.7147000,3.410000e-02,-3.410000e-02,0,,,13.63000,1.50000,-1.50000,5.5420e+02,6.940e+01,-6.940e+01,1.46,1.300e-01,-1.300e-01,143.0,,,0.10,0.03,-0.03,348.000000,105.000000,-105.000000,4486.00,132.00,-127.00,0.6460,0.0590,-0.0570,0.6680,0.0580,-0.0650,,,,291.954380,41.826969,15.059
9123,6508734,K07568.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,MARSHALL_FAIL---TOO_FEW_QUARTERS,480.037590000,3.7250000e-02,-3.7250000e-02,318.4745000,3.770000e-02,-3.770000e-02,0,,,16.25000,1.80000,-1.80000,7.1740e+02,9.130e+01,-9.130e+01,1.14,1.600e-01,-1.300e-01,109.0,,,0.03,0.02,-0.01,223.500000,83.900000,-83.900000,3622.00,59.00,-50.00,0.4300,0.0600,-0.0500,0.4510,0.0600,-0.0500,,,,287.084380,41.954060,15.644
9124,6527050,K07569.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,LPP_ALT_TOO_HIGH---EYEBALL---INVERT_DIFF,0.879851970,,,131.7662713,,,,,,1.30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.282900,41.969261,15.867
9125,5602588,K02369.03,,CANDIDATE,Done,CANDIDATE,0.9680,0,0,0,0,NO_COMMENT,7.227432100,1.4780000e-04,-1.4780000e-04,134.4726000,1.770000e-02,-1.770000e-02,0,,,4.96700,0.41000,-0.41000,1.7330e+02,2.080e+01,-2.080e+01,1.28,3.900e-01,-1.400e-01,967.0,,,206.77,188.74,-62.30,11.270000,1.400000,-1.400000,6075.00,168.00,-210.00,0.9690,0.3000,-0.1000,1.0480,0.1390,-0.1390,,,,285.720790,40.856960,15.832
9126,6590362,K07570.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,MOD_NONUNIQ_ALT---CENT_RESOLVED_OFFSET,0.592618966,1.6420000e-06,-1.6420000e-06,132.0989200,2.380000e-03,-2.380000e-03,0,,,0.81100,0.11200,-0.11200,9.1400e+01,9.100e+00,-9.100e+00,0.86,2.600e-01,-9.000e-02,2103.0,,,4626.58,4221.60,-1286.95,5.640000,2.000000,-2.000000,5926.00,160.00,-178.00,0.8870,0.2760,-0.0860,0.9780,0.1190,-0.1190,,,,286.451260,42.012489,14.973
9127,6628740,K07571.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,LPP_DV---MOD_NONUNIQ_ALT,0.532854237,2.9030000e-06,-2.9030000e-06,131.9375400,4.950000e-03,-4.950000e-03,0,,,3.23100,0.18300,-0.18300,5.0900e+01,2.500e+00,-2.500e+00,1.21,3.200e-01,-4.000e-01,3042.0,,,20292.47,16267.15,-12401.84,1.275000,0.556000,-0.556000,6266.00,175.00,-219.00,1.6130,0.4360,-0.5330,1.1080,0.1750,-0.1570,,,,297.580780,42.061459,13.644
9128,6876575,K07572.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,EYEBALL---SATURATED,91.069934000,7.1070000e-03,-7.1070000e-03,196.3910000,1.020000e-01,-1.020000e-01,0,,,17.33000,3.00000,-3.00000,1.2700e+01,1.900e+00,-1.900e+00,1.59,3.400e-01,-5.700e-01,1103.0,,,349.47,237.60,-228.61,32.500000,13.200000,-13.200000,9051.00,298.00,-379.00,4.2320,0.9090,-1.5210,2.7380,0.3620,-0.4880,,,,295.513340,42.318790,9.748
9129,7031126,K07573.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,0.566802672,5.2970000e-06,-5.2970000e-06,131.8151100,8.690000e-03,-8.690000e-03,0,,,3.54500,0.25300,-0.25300,3.1700e+01,6.600e+00,-6.600e+00,1.08,7.200e-01,-7.100e-01,2791.0,,,14458.31,30456.90,-12972.84,1.371000,0.676000,-0.676000,5102.00,153.00,-138.00,1.9610,1.2970,-1.2970,0.8600,0.2650,-0.1430,,,,290.985840,42.595551,13.945
9130,7031208,K07574.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,1,LPP_DV---EPHEM_MATCH,0.566796331,6.3390000e-06,-6.3390000e-06,131.8335000,1.060000e-02,-1.060000e-02,0,,,5.19400,0.44600,-0.44600,1.1480e+02,1.360e+01,-1.360e+01,1.50,4.900e-01,-1.600e-01,2411.0,,,7979.99,7851.11,-2551.64,1.006000,0.223000,-0.223000,6319.00,197.00,-241.00,1.0320,0.3350,-0.1120,1.0840,0.1540,-0.1540,,,,291.011600,42.553822,15.322
9131,7031742,K07575.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---CENT_UNRESOLVED_OFFSET---EPHEM_MATCH,0.566785459,6.1280000e-06,-6.1280000e-06,131.8299800,7.920000e-03,-7.920000e-03,0,,,2.89300,0.40700,-0.40700,6.3800e+01,5.100e+00,-5.100e+00,0.84,2.600e-01,-9.000e-02,2280.0,,,6410.46,6116.20,-2077.95,1.446000,0.437000,-0.437000,6063.00,190.00,-253.00,1.0120,0.3180,-0.1060,1.1170,0.1300,-0.1590,,,,291.193050,42.556541,15.329
9132,7032568,K07576.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---CENT_UNRESOLVED_OFFSET---EPHEM_MATCH,0.566792936,7.8910000e-06,-7.8910000e-06,131.8166000,1.020000e-02,-1.020000e-02,0,,,2.84600,0.40400,-0.40400,2.3000e+01,2.100e+00,-2.100e+00,0.79,2.100e-01,-3.000e-01,3114.0,,,22251.32,16932.14,-14943.05,1.529000,0.517000,-0.517000,6432.00,175.00,-214.00,1.6030,0.4130,-0.6200,0.9770,0.1340,-0.1220,,,,291.460330,42.581261,13.831
9133,7032687,K07577.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---CENT_UNRESOLVED_OFFSET---EPHEM_MATCH,0.566800400,5.7620000e-06,-5.7620000e-06,131.8199700,7.750000e-03,-7.750000e-03,0,,,3.81300,0.25600,-0.25600,9.3200e+01,7.600e+00,-7.600e+00,0.88,2.800e-01,-9.000e-02,2222.0,,,5739.87,5550.77,-1758.70,1.214000,0.364000,-0.364000,6215.00,197.00,-241.00,0.8720,0.2770,-0.0860,0.9680,0.1140,-0.1260,,,,291.494870,42.533310,15.770
9134,7115384,K07578.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,1,LPP_DV_TOO_HIGH---EYEBALL---SATURATED---PARENT_IS_RR-Lyr-pri,0.566793614,1.9980000e-06,-1.9980000e-06,131.6537600,3.470000e-03,-3.470000e-03,0,,,5.72300,0.21900,-0.21900,3.1400e+01,7.000e-01,-7.000e-01,21.63,1.280e+01,-3.370e+00,7584.0,,,781981.98,1474755.93,-280320.15,1.011000,0.006150,-0.006150,3789.00,125.00,-99.00,27.3840,16.2120,-4.2580,0.9690,0.3630,-0.0150,,,,291.032260,42.650471,10.628
9135,7116282,K07579.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---HALO_GHOST---EPHEM_MATCH,0.566798676,6.4460000e-06,-6.4460000e-06,131.8142200,8.380000e-03,-8.380000e-03,0,,,2.77700,0.27400,-0.27400,5.9900e+01,6.000e+00,-6.000e+00,0.68,1.600e-01,-1.100e-01,2051.0,,,4160.07,2969.06,-1571.48,1.683200,0.097500,-0.097500,5490.00,166.00,-166.00,0.8870,0.2070,-0.1430,0.7830,0.1250,-0.0580,,,,291.328400,42.643028,15.591
9136,7116859,K07580.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,1,LPP_DV---MOD_NONUNIQ_ALT---EPHEM_MATCH,0.566763800,1.7790000e-05,-1.7790000e-05,131.8674000,3.090000e-02,-3.090000e-02,0,,,1.73000,1.00000,-1.00000,6.4500e+01,1.160e+01,-1.160e+01,0.75,2.100e-01,-1.100e-01,2178.0,,,5335.09,4427.99,-1944.65,2.570000,1.300000,-1.300000,5766.00,172.00,-189.00,0.9400,0.2590,-0.1390,0.8740,0.1200,-0.0800,,,,291.497250,42.618191,15.163
9137,7133286,K07581.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,LPP_DV---LPP_ALT---CENT_NOFITS,38.510775730,1.1680000e-05,-1.1680000e-05,155.5948310,2.510000e-04,-2.510000e-04,0,,,38.85580,0.01870,-0.01870,8.4633e+04,3.050e+01,-3.050e+01,18.68,1.330e+00,-1.820e+00,352.0,,,3.64,1.14,-1.11,8.974600,0.019500,-0.019500,4374.00,153.00,-168.00,0.6350,0.0450,-0.0620,0.6210,0.0680,-0.0560,,,,296.058590,42.669567,13.035
9138,7186259,K07582.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,LPP_ALT_TOO_HIGH---EYEBALL---CLEAR_APO---TOO_FEW_QUARTERS,4.239653090,,,132.9703967,,,,,,3.29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.949950,42.741459,14.125
9139,7214090,K07583.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,LPP_DV---CENT_RESOLVED_OFFSET,0.577910513,2.8740000e-06,-2.8740000e-06,131.7979700,4.200000e-03,-4.200000e-03,0,,,1.36200,0.11600,-0.11600,1.4410e+02,1.010e+01,-1.010e+01,1.10,3.300e-01,-1.100e-01,2081.0,,,4429.84,4011.07,-1295.97,3.125000,0.777000,-0.777000,5730.00,173.00,-190.00,0.9080,0.2730,-0.0910,0.9600,0.1140,-0.1140,,,,295.694820,42.756962,15.733
9140,7281694,K07584.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,1,LPP_DV---CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,0.566807725,5.5720000e-06,-5.5720000e-06,131.7888000,4.740000e-03,-4.740000e-03,0,,,2.16000,0.16200,-0.16200,3.1500e+01,2.700e+00,-2.700e+00,0.94,5.300e-01,-5.200e-01,2524.0,,,9645.51,17077.36,-7936.82,2.081000,0.804000,-0.804000,5018.00,174.00,-139.00,1.7340,0.9620,-0.9620,0.9850,0.2030,-0.1480,,,,291.681670,42.809319,13.903
